Source,Target,Type,id,label,timeset,weight,duration
1545,1705,Undirected,71,,,35,1260
1545,1730,Undirected,72,,,1,20
1545,1797,Undirected,73,,,22,740
1545,1815,Undirected,74,,,9,180
1545,1837,Undirected,75,,,50,2760
1545,1851,Undirected,76,,,2,60
1545,1457,Undirected,77,,,1,20
1545,1500,Undirected,78,,,11,480
1545,1503,Undirected,79,,,8,180
1545,1504,Undirected,80,,,24,560
1545,1519,Undirected,81,,,2,40
1545,1524,Undirected,82,,,4,100
1545,1525,Undirected,83,,,6,120
1545,1528,Undirected,84,,,12,260
1545,1532,Undirected,85,,,3,80
1545,1533,Undirected,86,,,8,220
1546,1548,Undirected,87,,,28,1460
1546,1549,Undirected,88,,,17,540
1546,1618,Undirected,89,,,3,100
1546,1653,Undirected,90,,,6,180
1546,1705,Undirected,91,,,7,160
1546,1718,Undirected,92,,,1,20
1546,1730,Undirected,93,,,14,340
1546,1797,Undirected,94,,,6,120
1546,1815,Undirected,95,,,25,540
1546,1837,Undirected,96,,,3,60
1546,1861,Undirected,97,,,2,80
1546,1890,Undirected,98,,,2,40
1546,1897,Undirected,99,,,1,40
1546,1434,Undirected,100,,,1,20
1546,1441,Undirected,101,,,1,20
1546,1461,Undirected,102,,,1,20
1546,1468,Undirected,103,,,1,20
1546,1480,Undirected,104,,,1,20
1546,1486,Undirected,105,,,1,20
1546,1500,Undirected,106,,,10,240
1546,1502,Undirected,107,,,1,20
1546,1503,Undirected,108,,,9,400
1546,1504,Undirected,109,,,12,280
1546,1519,Undirected,110,,,9,300
1546,1525,Undirected,111,,,10,260
1546,1528,Undirected,112,,,18,440
1546,1532,Undirected,113,,,4,80
1546,1533,Undirected,114,,,31,900
1548,1549,Undirected,115,,,4,80
1548,1578,Undirected,116,,,1,20
1548,1585,Undirected,117,,,2,40
1548,1618,Undirected,118,,,7,200
1548,1653,Undirected,119,,,12,260
1548,1684,Undirected,120,,,1,20
1548,1695,Undirected,121,,,1,20
1548,1705,Undirected,122,,,22,640
1548,1706,Undirected,123,,,1,20
1548,1718,Undirected,124,,,1,20
1548,1739,Undirected,125,,,1,20
1548,1745,Undirected,126,,,1,20
1548,1765,Undirected,127,,,1,20
1548,1779,Undirected,128,,,1,40
1548,1797,Undirected,129,,,6,140
1548,1815,Undirected,130,,,7,180
1548,1837,Undirected,131,,,11,280
1548,1854,Undirected,132,,,1,20
1548,1920,Undirected,133,,,1,20
1548,1426,Undirected,134,,,2,40
1548,1428,Undirected,135,,,1,20
1548,1430,Undirected,136,,,1,20
1548,1435,Undirected,137,,,1,20
1548,1458,Undirected,138,,,1,20
1548,1468,Undirected,139,,,1,20
1548,1500,Undirected,140,,,21,540
1548,1503,Undirected,141,,,3,60
1548,1504,Undirected,142,,,18,660
1548,1516,Undirected,143,,,2,40
1548,1519,Undirected,144,,,1,20
1548,1524,Undirected,145,,,3,60
1548,1525,Undirected,146,,,25,720
1548,1528,Undirected,147,,,27,740
1548,1532,Undirected,148,,,14,560
1548,1533,Undirected,149,,,6,180
1549,1551,Undirected,150,,,10,600
1549,1552,Undirected,151,,,8,160
1549,1558,Undirected,152,,,10,300
1549,1567,Undirected,153,,,4,80
1549,1578,Undirected,154,,,1,20
1549,1579,Undirected,155,,,6,120
1549,1613,Undirected,156,,,1,20
1549,1618,Undirected,157,,,2,40
1549,1653,Undirected,158,,,11,300
1549,1675,Undirected,159,,,4,180
1549,1684,Undirected,160,,,1,20
1549,1696,Undirected,161,,,2,40
1549,1698,Undirected,162,,,2,40
1549,1700,Undirected,163,,,11,360
1549,1705,Undirected,164,,,9,280
1549,1708,Undirected,165,,,2,40
1549,1730,Undirected,166,,,34,1480
1549,1757,Undirected,167,,,2,60
1549,1763,Undirected,168,,,1,20
1549,1766,Undirected,169,,,1,20
1549,1770,Undirected,170,,,3,80
1549,1772,Undirected,171,,,1,20
1549,1774,Undirected,172,,,1,20
1549,1780,Undirected,173,,,1,20
1549,1797,Undirected,174,,,4,200
1549,1802,Undirected,175,,,2,40
1549,1815,Undirected,176,,,5,100
1549,1833,Undirected,177,,,1,20
1549,1837,Undirected,178,,,6,180
1549,1847,Undirected,179,,,2,40
1549,1851,Undirected,180,,,1,20
1549,1920,Undirected,181,,,1,20
1549,1437,Undirected,182,,,1,20
1549,1439,Undirected,183,,,3,120
1549,1498,Undirected,184,,,1,20
1549,1500,Undirected,185,,,11,260
1549,1503,Undirected,186,,,3,100
1549,1504,Undirected,187,,,8,180
1549,1519,Undirected,188,,,2,120
1549,1524,Undirected,189,,,3,60
1549,1525,Undirected,190,,,7,140
1549,1528,Undirected,191,,,3,60
1549,1532,Undirected,192,,,18,420
1549,1533,Undirected,193,,,24,820
1551,1552,Undirected,194,,,9,180
1551,1555,Undirected,195,,,4,80
1551,1558,Undirected,196,,,12,420
1551,1560,Undirected,197,,,16,400
1551,1562,Undirected,198,,,2,40
1551,1564,Undirected,199,,,4,80
1551,1567,Undirected,200,,,10,340
1551,1570,Undirected,201,,,12,300
1551,1572,Undirected,202,,,35,1020
1551,1574,Undirected,203,,,1,20
1551,1578,Undirected,204,,,1,20
1551,1579,Undirected,205,,,60,2080
1551,1580,Undirected,206,,,5,100
1551,1585,Undirected,207,,,2,40
1551,1594,Undirected,208,,,26,1080
1551,1625,Undirected,209,,,1,20
1551,1630,Undirected,210,,,1,20
1551,1666,Undirected,211,,,1,20
1551,1673,Undirected,212,,,1,20
1551,1674,Undirected,213,,,1,40
1551,1685,Undirected,214,,,5,100
1551,1698,Undirected,215,,,1,20
1551,1700,Undirected,216,,,5,100
1551,1704,Undirected,217,,,1,20
1551,1705,Undirected,218,,,2,100
1551,1707,Undirected,219,,,31,1100
1551,1709,Undirected,220,,,3,100
1551,1712,Undirected,221,,,15,320
1551,1714,Undirected,222,,,1,20
1551,1723,Undirected,223,,,1,20
1551,1727,Undirected,224,,,3,80
1551,1730,Undirected,225,,,3,60
1551,1731,Undirected,226,,,21,620
1551,1738,Undirected,227,,,1,20
1551,1743,Undirected,228,,,1,20
1551,1746,Undirected,229,,,1,20
1551,1748,Undirected,230,,,1,20
1551,1749,Undirected,231,,,1,20
1551,1751,Undirected,232,,,1,20
1551,1757,Undirected,233,,,3,60
1551,1759,Undirected,234,,,5,120
1551,1761,Undirected,235,,,3,60
1551,1763,Undirected,236,,,28,1100
1551,1766,Undirected,237,,,1,20
1551,1780,Undirected,238,,,6,120
1551,1782,Undirected,239,,,2,40
1551,1783,Undirected,240,,,2,40
1551,1787,Undirected,241,,,1,20
1551,1789,Undirected,242,,,1,20
1551,1798,Undirected,243,,,1,20
1551,1801,Undirected,244,,,3,60
1551,1802,Undirected,245,,,1,20
1551,1807,Undirected,246,,,1,40
1551,1809,Undirected,247,,,3,60
1551,1815,Undirected,248,,,2,40
1551,1820,Undirected,249,,,2,140
1551,1822,Undirected,250,,,4,200
1551,1833,Undirected,251,,,3,100
1551,1835,Undirected,252,,,1,20
1551,1838,Undirected,253,,,2,40
1551,1843,Undirected,254,,,2,80
1551,1847,Undirected,255,,,1,20
1551,1855,Undirected,256,,,1,20
1551,1857,Undirected,257,,,2,40
1551,1866,Undirected,258,,,2,60
1551,1885,Undirected,259,,,1,20
1551,1889,Undirected,260,,,1,20
1551,1890,Undirected,261,,,2,60
1551,1906,Undirected,262,,,1,20
1551,1908,Undirected,263,,,1,20
1551,1909,Undirected,264,,,2,60
1551,1919,Undirected,265,,,1,20
1551,1426,Undirected,266,,,2,40
1551,1428,Undirected,267,,,1,20
1551,1429,Undirected,268,,,10,300
1551,1430,Undirected,269,,,1,20
1551,1431,Undirected,270,,,1,20
1551,1439,Undirected,271,,,1,20
1551,1443,Undirected,272,,,2,40
1551,1453,Undirected,273,,,1,20
1551,1457,Undirected,274,,,3,80
1551,1471,Undirected,275,,,1,20
1551,1477,Undirected,276,,,1,20
1551,1479,Undirected,277,,,1,20
1551,1480,Undirected,278,,,1,20
1551,1482,Undirected,279,,,1,20
1551,1486,Undirected,280,,,1,20
1551,1489,Undirected,281,,,10,320
1551,1493,Undirected,282,,,1,20
1551,1498,Undirected,283,,,2,40
1551,1500,Undirected,284,,,1,20
1551,1501,Undirected,285,,,1,20
1551,1502,Undirected,286,,,1,20
1551,1503,Undirected,287,,,1,20
1551,1520,Undirected,288,,,2,40
1551,1522,Undirected,289,,,1,20
1552,1555,Undirected,290,,,58,2460
1552,1558,Undirected,291,,,8,180
1552,1560,Undirected,292,,,6,160
1552,1562,Undirected,293,,,39,2820
1552,1563,Undirected,294,,,2,40
1552,1564,Undirected,295,,,2,60
1552,1567,Undirected,296,,,13,380
1552,1570,Undirected,297,,,3,80
1552,1572,Undirected,298,,,11,240
1552,1574,Undirected,299,,,15,640
1552,1579,Undirected,300,,,14,360
1552,1580,Undirected,301,,,7,160
1552,1585,Undirected,302,,,1,20
1552,1625,Undirected,303,,,1,20
1552,1637,Undirected,304,,,1,20
1552,1663,Undirected,305,,,1,20
1552,1666,Undirected,306,,,1,20
1552,1673,Undirected,307,,,1,40
1552,1674,Undirected,308,,,2,60
1552,1675,Undirected,309,,,1,20
1552,1684,Undirected,310,,,2,60
1552,1685,Undirected,311,,,40,1840
1552,1695,Undirected,312,,,1,20
1552,1698,Undirected,313,,,1,20
1552,1700,Undirected,314,,,54,4720
1552,1702,Undirected,315,,,1,20
1552,1704,Undirected,316,,,1,20
1552,1707,Undirected,317,,,1,40
1552,1708,Undirected,318,,,1,20
1552,1709,Undirected,319,,,5,200
1552,1712,Undirected,320,,,9,240
1552,1719,Undirected,321,,,5,100
1552,1720,Undirected,322,,,23,720
1552,1722,Undirected,323,,,1,20
1552,1723,Undirected,324,,,1,40
1552,1727,Undirected,325,,,3,60
1552,1730,Undirected,326,,,11,260
1552,1731,Undirected,327,,,3,80
1552,1735,Undirected,328,,,1,20
1552,1746,Undirected,329,,,4,100
1552,1748,Undirected,330,,,2,40
1552,1749,Undirected,331,,,1,20
1552,1752,Undirected,332,,,2,40
1552,1761,Undirected,333,,,1,20
1552,1763,Undirected,334,,,5,120
1552,1780,Undirected,335,,,13,280
1552,1782,Undirected,336,,,1,20
1552,1787,Undirected,337,,,3,140
1552,1795,Undirected,338,,,1,40
1552,1796,Undirected,339,,,6,180
1552,1798,Undirected,340,,,1,20
1552,1801,Undirected,341,,,5,160
1552,1809,Undirected,342,,,1,20
1552,1822,Undirected,343,,,1,20
1552,1831,Undirected,344,,,1,20
1552,1833,Undirected,345,,,5,120
1552,1835,Undirected,346,,,2,40
1552,1836,Undirected,347,,,1,20
1552,1838,Undirected,348,,,3,60
1552,1857,Undirected,349,,,2,40
1552,1859,Undirected,350,,,1,60
1552,1880,Undirected,351,,,1,20
1552,1883,Undirected,352,,,1,20
1552,1885,Undirected,353,,,2,40
1552,1895,Undirected,354,,,1,20
1552,1909,Undirected,355,,,1,40
1552,1426,Undirected,356,,,1,20
1552,1428,Undirected,357,,,1,20
1552,1429,Undirected,358,,,3,60
1552,1431,Undirected,359,,,2,40
1552,1434,Undirected,360,,,3,60
1552,1437,Undirected,361,,,4,100
1552,1451,Undirected,362,,,1,20
1552,1452,Undirected,363,,,1,20
1552,1453,Undirected,364,,,1,20
1552,1459,Undirected,365,,,2,40
1552,1477,Undirected,366,,,2,40
1552,1479,Undirected,367,,,1,20
1552,1480,Undirected,368,,,2,40
1552,1482,Undirected,369,,,1,40
1552,1486,Undirected,370,,,1,40
1552,1489,Undirected,371,,,2,40
1552,1493,Undirected,372,,,1,20
1552,1498,Undirected,373,,,2,60
1552,1501,Undirected,374,,,1,20
1552,1521,Undirected,375,,,1,20
1552,1522,Undirected,376,,,1,20
1552,1533,Undirected,377,,,2,40
1555,1558,Undirected,378,,,21,540
1555,1560,Undirected,379,,,6,200
1555,1562,Undirected,380,,,3,80
1555,1567,Undirected,381,,,12,440
1555,1570,Undirected,382,,,8,260
1555,1572,Undirected,383,,,6,160
1555,1574,Undirected,384,,,15,320
1555,1579,Undirected,385,,,28,720
1555,1580,Undirected,386,,,6,140
1555,1594,Undirected,387,,,1,20
1555,1613,Undirected,388,,,1,20
1555,1630,Undirected,389,,,2,40
1555,1673,Undirected,390,,,1,20
1555,1685,Undirected,391,,,57,1780
1555,1700,Undirected,392,,,19,680
1555,1707,Undirected,393,,,7,180
1555,1709,Undirected,394,,,5,140
1555,1712,Undirected,395,,,7,180
1555,1719,Undirected,396,,,1,20
1555,1720,Undirected,397,,,2,60
1555,1722,Undirected,398,,,22,860
1555,1727,Undirected,399,,,8,160
1555,1731,Undirected,400,,,4,180
1555,1735,Undirected,401,,,6,120
1555,1738,Undirected,402,,,16,1100
1555,1746,Undirected,403,,,5,120
1555,1780,Undirected,404,,,1,60
1555,1795,Undirected,405,,,6,220
1555,1796,Undirected,406,,,2,40
1555,1800,Undirected,407,,,6,140
1555,1801,Undirected,408,,,2,40
1555,1803,Undirected,409,,,1,20
1555,1807,Undirected,410,,,1,40
1555,1809,Undirected,411,,,2,40
1555,1820,Undirected,412,,,1,20
1555,1822,Undirected,413,,,1,20
1555,1833,Undirected,414,,,1,20
1555,1838,Undirected,415,,,3,60
1555,1847,Undirected,416,,,1,20
1555,1859,Undirected,417,,,2,40
1555,1890,Undirected,418,,,1,20
1555,1909,Undirected,419,,,1,20
1555,1913,Undirected,420,,,1,20
1555,1919,Undirected,421,,,1,20
1555,1458,Undirected,422,,,1,20
1555,1502,Undirected,423,,,1,40
1555,1516,Undirected,424,,,1,20
1558,1560,Undirected,425,,,16,560
1558,1562,Undirected,426,,,5,180
1558,1564,Undirected,427,,,11,920
1558,1567,Undirected,428,,,95,3900
1558,1570,Undirected,429,,,5,100
1558,1572,Undirected,430,,,5,160
1558,1574,Undirected,431,,,48,1700
1558,1579,Undirected,432,,,29,840
1558,1580,Undirected,433,,,16,440
1558,1585,Undirected,434,,,1,20
1558,1594,Undirected,435,,,5,200
1558,1616,Undirected,436,,,1,20
1558,1628,Undirected,437,,,1,60
1558,1665,Undirected,438,,,1,20
1558,1675,Undirected,439,,,1,20
1558,1685,Undirected,440,,,38,1860
1558,1700,Undirected,441,,,30,1300
1558,1705,Undirected,442,,,12,500
1558,1707,Undirected,443,,,7,320
1558,1709,Undirected,444,,,3,60
1558,1712,Undirected,445,,,1,20
1558,1714,Undirected,446,,,5,100
1558,1719,Undirected,447,,,2,40
1558,1723,Undirected,448,,,5,100
1558,1727,Undirected,449,,,36,1200
1558,1730,Undirected,450,,,24,760
1558,1731,Undirected,451,,,13,440
1558,1735,Undirected,452,,,9,280
1558,1738,Undirected,453,,,1,20
1558,1759,Undirected,454,,,1,20
1558,1763,Undirected,455,,,13,520
1558,1767,Undirected,456,,,1,20
1558,1780,Undirected,457,,,11,420
1558,1782,Undirected,458,,,1,20
1558,1787,Undirected,459,,,1,20
1558,1798,Undirected,460,,,1,20
1558,1801,Undirected,461,,,2,60
1558,1802,Undirected,462,,,3,80
1558,1803,Undirected,463,,,1,20
1558,1809,Undirected,464,,,1,20
1558,1819,Undirected,465,,,1,20
1558,1822,Undirected,466,,,6,160
1558,1833,Undirected,467,,,9,400
1558,1837,Undirected,468,,,1,20
1558,1847,Undirected,469,,,6,340
1558,1866,Undirected,470,,,8,160
1558,1885,Undirected,471,,,1,20
1558,1890,Undirected,472,,,3,60
1558,1907,Undirected,473,,,1,40
1558,1909,Undirected,474,,,1,20
1558,1911,Undirected,475,,,1,20
1558,1912,Undirected,476,,,1,20
1558,1913,Undirected,477,,,1,20
1558,1426,Undirected,478,,,1,20
1558,1437,Undirected,479,,,1,20
1558,1439,Undirected,480,,,7,160
1558,1477,Undirected,481,,,1,20
1558,1482,Undirected,482,,,2,100
1558,1489,Undirected,483,,,1,20
1558,1498,Undirected,484,,,1,20
1558,1500,Undirected,485,,,1,20
1558,1501,Undirected,486,,,1,20
1558,1520,Undirected,487,,,1,20
1558,1528,Undirected,488,,,2,60
1558,1532,Undirected,489,,,1,20
1560,1562,Undirected,490,,,1,20
1560,1563,Undirected,491,,,3,60
1560,1567,Undirected,492,,,9,260
1560,1570,Undirected,493,,,9,300
1560,1572,Undirected,494,,,85,5640
1560,1574,Undirected,495,,,8,160
1560,1578,Undirected,496,,,1,20
1560,1579,Undirected,497,,,4,100
1560,1580,Undirected,498,,,24,1020
1560,1594,Undirected,499,,,38,980
1560,1601,Undirected,500,,,1,20
1560,1613,Undirected,501,,,1,20
1560,1625,Undirected,502,,,1,20
1560,1630,Undirected,503,,,1,20
1560,1656,Undirected,504,,,1,20
1560,1665,Undirected,505,,,1,20
1560,1666,Undirected,506,,,1,20
1560,1673,Undirected,507,,,1,20
1560,1674,Undirected,508,,,2,60
1560,1684,Undirected,509,,,1,20
1560,1685,Undirected,510,,,9,260
1560,1696,Undirected,511,,,1,40
1560,1700,Undirected,512,,,32,1500
1560,1705,Undirected,513,,,4,80
1560,1707,Undirected,514,,,4,100
1560,1708,Undirected,515,,,1,40
1560,1709,Undirected,516,,,4,100
1560,1711,Undirected,517,,,1,20
1560,1712,Undirected,518,,,7,160
1560,1719,Undirected,519,,,1,20
1560,1720,Undirected,520,,,1,20
1560,1722,Undirected,521,,,2,40
1560,1727,Undirected,522,,,16,420
1560,1731,Undirected,523,,,34,1080
1560,1735,Undirected,524,,,3,60
1560,1743,Undirected,525,,,1,20
1560,1746,Undirected,526,,,4,120
1560,1748,Undirected,527,,,1,20
1560,1761,Undirected,528,,,1,20
1560,1763,Undirected,529,,,1,20
1560,1765,Undirected,530,,,1,20
1560,1767,Undirected,531,,,1,20
1560,1780,Undirected,532,,,2,40
1560,1787,Undirected,533,,,1,20
1560,1795,Undirected,534,,,1,20
1560,1796,Undirected,535,,,1,20
1560,1797,Undirected,536,,,1,20
1560,1798,Undirected,537,,,1,20
1560,1802,Undirected,538,,,2,40
1560,1815,Undirected,539,,,1,40
1560,1818,Undirected,540,,,1,20
1560,1819,Undirected,541,,,1,20
1560,1821,Undirected,542,,,2,40
1560,1822,Undirected,543,,,3,60
1560,1833,Undirected,544,,,2,40
1560,1835,Undirected,545,,,1,20
1560,1847,Undirected,546,,,2,40
1560,1851,Undirected,547,,,2,40
1560,1857,Undirected,548,,,1,20
1560,1861,Undirected,549,,,1,20
1560,1866,Undirected,550,,,3,80
1560,1885,Undirected,551,,,12,620
1560,1889,Undirected,552,,,2,40
1560,1911,Undirected,553,,,2,40
1560,1912,Undirected,554,,,2,40
1560,1916,Undirected,555,,,1,20
1560,1920,Undirected,556,,,1,20
1560,1428,Undirected,557,,,1,20
1560,1429,Undirected,558,,,1,40
1560,1434,Undirected,559,,,17,500
1560,1437,Undirected,560,,,1,20
1560,1439,Undirected,561,,,2,40
1560,1452,Undirected,562,,,1,20
1560,1461,Undirected,563,,,1,20
1560,1468,Undirected,564,,,1,20
1560,1489,Undirected,565,,,2,40
1560,1502,Undirected,566,,,1,20
1560,1503,Undirected,567,,,1,20
1560,1519,Undirected,568,,,6,160
1560,1520,Undirected,569,,,1,20
1560,1522,Undirected,570,,,3,60
1560,1528,Undirected,571,,,2,40
1562,1567,Undirected,572,,,27,1260
1562,1570,Undirected,573,,,5,160
1562,1574,Undirected,574,,,33,960
1562,1579,Undirected,575,,,3,80
1562,1594,Undirected,576,,,1,20
1562,1675,Undirected,577,,,1,20
1562,1681,Undirected,578,,,1,20
1562,1685,Undirected,579,,,22,1000
1562,1695,Undirected,580,,,1,20
1562,1700,Undirected,581,,,11,320
1562,1707,Undirected,582,,,30,860
1562,1709,Undirected,583,,,8,180
1562,1712,Undirected,584,,,2,40
1562,1719,Undirected,585,,,2,40
1562,1720,Undirected,586,,,5,160
1562,1722,Undirected,587,,,1,20
1562,1727,Undirected,588,,,9,320
1562,1731,Undirected,589,,,3,80
1562,1735,Undirected,590,,,1,20
1562,1738,Undirected,591,,,2,40
1562,1741,Undirected,592,,,1,20
1562,1746,Undirected,593,,,3,80
1562,1748,Undirected,594,,,5,100
1562,1752,Undirected,595,,,1,20
1562,1761,Undirected,596,,,1,20
1562,1763,Undirected,597,,,1,20
1562,1795,Undirected,598,,,1,40
1562,1796,Undirected,599,,,5,140
1562,1800,Undirected,600,,,1,20
1562,1801,Undirected,601,,,4,100
1562,1822,Undirected,602,,,1,20
1562,1833,Undirected,603,,,1,20
1562,1847,Undirected,604,,,1,20
1562,1859,Undirected,605,,,3,60
1562,1885,Undirected,606,,,1,20
1562,1435,Undirected,607,,,1,20
1562,1451,Undirected,608,,,1,20
1562,1483,Undirected,609,,,1,20
1562,1501,Undirected,610,,,1,20
1563,1567,Undirected,611,,,8,240
1563,1572,Undirected,612,,,5,100
1563,1578,Undirected,613,,,7,180
1563,1585,Undirected,614,,,6,140
1563,1592,Undirected,615,,,3,60
1563,1601,Undirected,616,,,1,20
1563,1604,Undirected,617,,,1,20
1563,1650,Undirected,618,,,1,20
1563,1653,Undirected,619,,,1,20
1563,1675,Undirected,620,,,1,20
1563,1700,Undirected,621,,,3,60
1563,1711,Undirected,622,,,1,20
1563,1714,Undirected,623,,,1,20
1563,1723,Undirected,624,,,1,20
1563,1764,Undirected,625,,,1,20
1563,1765,Undirected,626,,,1,20
1563,1772,Undirected,627,,,1,20
1563,1780,Undirected,628,,,1,20
1563,1792,Undirected,629,,,1,20
1563,1796,Undirected,630,,,1,20
1563,1802,Undirected,631,,,1,20
1563,1815,Undirected,632,,,7,260
1563,1821,Undirected,633,,,3,100
1563,1824,Undirected,634,,,7,300
1563,1833,Undirected,635,,,1,20
1563,1857,Undirected,636,,,2,80
1563,1889,Undirected,637,,,1,20
1563,1895,Undirected,638,,,2,60
1563,1426,Undirected,639,,,9,200
1563,1427,Undirected,640,,,14,300
1563,1428,Undirected,641,,,9,220
1563,1429,Undirected,642,,,18,420
1563,1430,Undirected,643,,,2,40
1563,1431,Undirected,644,,,24,580
1563,1434,Undirected,645,,,5,100
1563,1435,Undirected,646,,,3,60
1563,1437,Undirected,647,,,149,9300
1563,1439,Undirected,648,,,5,100
1563,1441,Undirected,649,,,2,40
1563,1443,Undirected,650,,,5,140
1563,1451,Undirected,651,,,7,200
1563,1452,Undirected,652,,,1,20
1563,1453,Undirected,653,,,8,180
1563,1457,Undirected,654,,,18,740
1563,1459,Undirected,655,,,2,40
1563,1465,Undirected,656,,,6,120
1563,1468,Undirected,657,,,1,20
1563,1471,Undirected,658,,,5,100
1563,1475,Undirected,659,,,2,40
1563,1477,Undirected,660,,,1,20
1563,1480,Undirected,661,,,10,260
1563,1482,Undirected,662,,,12,280
1563,1486,Undirected,663,,,5,100
1563,1489,Undirected,664,,,46,2660
1563,1493,Undirected,665,,,2,60
1563,1495,Undirected,666,,,1,40
1563,1498,Undirected,667,,,4,80
1563,1501,Undirected,668,,,3,60
1563,1502,Undirected,669,,,2,40
1563,1503,Undirected,670,,,22,840
1563,1511,Undirected,671,,,1,20
1563,1520,Undirected,672,,,2,40
1563,1522,Undirected,673,,,1,20
1563,1524,Undirected,674,,,1,20
1563,1525,Undirected,675,,,1,20
1563,1533,Undirected,676,,,2,40
1564,1567,Undirected,677,,,15,340
1564,1570,Undirected,678,,,13,440
1564,1572,Undirected,679,,,2,40
1564,1574,Undirected,680,,,11,960
1564,1580,Undirected,681,,,17,380
1564,1594,Undirected,682,,,1,20
1564,1630,Undirected,683,,,1,20
1564,1665,Undirected,684,,,1,20
1564,1685,Undirected,685,,,1,20
1564,1700,Undirected,686,,,1,20
1564,1707,Undirected,687,,,3,80
1564,1712,Undirected,688,,,1,20
1564,1714,Undirected,689,,,1,20
1564,1731,Undirected,690,,,1,20
1564,1735,Undirected,691,,,8,160
1564,1801,Undirected,692,,,1,40
1564,1822,Undirected,693,,,2,40
1564,1843,Undirected,694,,,1,40
1564,1865,Undirected,695,,,1,40
1564,1872,Undirected,696,,,1,20
1564,1888,Undirected,697,,,1,20
1567,1570,Undirected,698,,,4,160
1567,1572,Undirected,699,,,3,60
1567,1574,Undirected,700,,,46,1800
1567,1578,Undirected,701,,,3,60
1567,1579,Undirected,702,,,8,200
1567,1580,Undirected,703,,,8,280
1567,1585,Undirected,704,,,1,20
1567,1594,Undirected,705,,,11,320
1567,1613,Undirected,706,,,1,20
1567,1665,Undirected,707,,,1,20
1567,1673,Undirected,708,,,1,20
1567,1682,Undirected,709,,,1,20
1567,1684,Undirected,710,,,2,40
1567,1685,Undirected,711,,,12,260
1567,1688,Undirected,712,,,1,20
1567,1697,Undirected,713,,,1,40
1567,1700,Undirected,714,,,16,360
1567,1704,Undirected,715,,,1,20
1567,1705,Undirected,716,,,7,200
1567,1707,Undirected,717,,,36,1320
1567,1709,Undirected,718,,,6,160
1567,1712,Undirected,719,,,4,120
1567,1714,Undirected,720,,,3,140
1567,1719,Undirected,721,,,2,60
1567,1722,Undirected,722,,,3,60
1567,1723,Undirected,723,,,4,280
1567,1727,Undirected,724,,,49,1820
1567,1730,Undirected,725,,,8,200
1567,1731,Undirected,726,,,7,160
1567,1735,Undirected,727,,,17,600
1567,1737,Undirected,728,,,5,100
1567,1748,Undirected,729,,,1,20
1567,1759,Undirected,730,,,1,20
1567,1761,Undirected,731,,,1,20
